879.972	116.58
880.972	116.422
881.972	116.248
882.972	116.163
883.972	116.073
884.972	115.911
885.972	115.8
886.972	115.619
887.972	115.533
888.972	115.391
889.972	115.314
890.972	115.131
891.972	114.998
892.972	114.96
893.972	114.82
894.972	114.759
895.972	114.643
896.972	114.457
897.972	114.307
898.972	114.197
899.972	114.128
900.972	114.026
901.972	113.87
902.972	113.741
903.972	113.621
904.972	113.454
905.972	113.42
906.972	113.343
907.972	113.244
908.972	113.122
909.972	112.985
910.972	112.831
911.972	112.752
912.972	112.648
913.972	112.567
914.972	112.435
915.972	112.366
916.972	112.259
917.972	112.158
918.972	112.066
919.972	111.976
920.972	111.847
921.972	111.714
922.972	111.668
923.972	111.575
924.972	111.466
925.972	111.389
926.972	111.282
927.972	111.183
928.972	111.109
929.972	110.984
930.972	110.996
931.972	110.866
932.972	110.78
933.972	110.638
934.972	110.569
935.972	110.472
936.972	110.426
937.972	110.343
938.972	110.261
939.972	110.181
940.972	110.105
941.972	110.037
942.972	109.974
943.972	109.904
944.972	109.828
945.972	109.733
946.972	109.671
947.972	109.627
948.972	109.526
949.972	109.485
950.972	109.377
951.972	109.348
952.972	109.269
953.972	109.222
954.972	109.097
955.972	109.058
956.972	109.004
957.972	108.936
958.972	108.857
959.972	108.799
960.972	108.73
961.972	108.655
962.972	108.614
963.972	108.553
964.972	108.538
965.972	108.45
966.972	108.395
967.972	108.348
968.972	108.279
969.972	108.242
970.972	108.196
971.972	108.105
972.972	108.07
973.972	108.004
974.972	107.958
975.972	107.905
976.972	107.862
977.972	107.774
978.972	107.738
979.972	107.683
980.972	107.641
981.972	107.617
982.972	107.559
983.972	107.52
984.972	107.467
985.972	107.451
986.972	107.363
987.972	107.318
988.972	107.29
989.972	107.258
990.972	107.2
991.972	107.183
992.972	107.123
993.972	107.059
994.972	107.022
995.972	106.977
996.972	106.926
997.972	106.875
998.972	106.875
999.972	106.809
1000.97	106.755
1001.97	106.752
1002.97	106.705
1003.97	106.683
1004.97	106.633
1005.97	106.583
1006.97	106.581
1007.97	106.552
1008.97	106.508
1009.97	106.474
1010.97	106.459
1011.97	106.414
1012.97	106.386
1013.97	106.398
1014.97	106.296
1015.97	106.298
1016.97	106.251
1017.97	106.24
1018.97	106.191
1019.97	106.132
1020.97	106.15
1021.97	106.125
1022.97	106.11
1023.97	106.075
1024.97	106.049
1025.97	106.007
1026.97	106.016
1027.97	105.941
1028.97	105.897
1029.97	105.809
1030.97	105.855
1031.97	105.8
1032.97	105.812
1033.97	105.8
1034.97	105.746
1035.97	105.727
1036.97	105.656
1037.97	105.584
1038.97	105.584
1039.97	105.636
1040.97	105.575
1041.97	105.526
1042.97	105.519
1043.97	105.448
1044.97	105.444
1045.97	105.439
1046.97	105.422
1047.97	105.368
1048.97	105.34
